ID,Name,Smiles
HSDB0025,"1,1,2,3-TETRACHLOROPROPENE",C(C(=C(Cl)Cl)Cl)Cl
HSDB0026,"1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE",C(C(F)(Cl)Cl)(F)(F)Cl
HSDB0027,"1,1,2-TRICHLOROETHANE",C(C(Cl)Cl)Cl
HSDB0028,"(1,1'-BICYCLOHEXYL)-2-ONE",C1CCC(CC1)C2CCCCC2=O
HSDB0029,"1,1'-METHYLENEBISBENZENE",C1=CC=C(C=C1)CC2=CC=CC=C2
HSDB0030,"1,1'-THIOBISETHANE",CCSCC
HSDB0031,"1,1-DIBROMOETHANE",CC(Br)Br
HSDB0032,"1,1-DICHLORO-1,2,2,2-TETRAFLUOROETHANE",C(C(F)(Cl)Cl)(F)(F)F
HSDB0033,"1,1-DICHLORO-1,2,2-TRIFLUOROETHANE",C(C(F)(Cl)Cl)(F)F
HSDB0034,"1,1-DICHLORO-1-FLUOROETHANE",CC(F)(Cl)Cl
HSDB0035,"1,1-DICHLORO-1-NITROETHANE",CC([N+](=O)[O-])(Cl)Cl
HSDB0036,"1,1-DICHLOROACETONE",CC(=O)C(Cl)Cl
HSDB0037,"1,1-DICHLOROETHANE",CC(Cl)Cl
HSDB0038,"1,1-DICHLOROETHYLENE",C=C(Cl)Cl
HSDB0039,"1,1-DICHLOROPROPANE",CCC(Cl)Cl
HSDB0040,"1,1-DIFLUOROETHANE",CC(F)F
HSDB0041,"1,1-DIFLUOROETHENE",C=C(F)F
HSDB0042,"1,1-DIMETHOXYETHANE",CC(OC)OC
HSDB0043,"1,1-DIMETHYLHYDRAZINE",CN(C)N
HSDB0044,"1,1-DIMETHYLUREA",CN(C)C(=O)N
HSDB0045,"1,1-DIPHENYLHYDRAZINE",C1=CC=C(C=C1)N(C2=CC=CC=C2)N
HSDB0046,"1,2,3,4,5-PENTABROMO-6-CHLOROCYCLOHEXANE",C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl
HSDB0047,"1,2,3,4,7,7-HEXACHLORONORBORNADIENE",C1=CC2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl
HSDB0048,"1,2:3,4-DIEPOXYBUTANE",C1C(O1)C2CO2
HSDB0049,"1,2,3,4-TETRACHLOROBENZENE",C1=CC(=C(C(=C1Cl)Cl)Cl)Cl
HSDB0050,"1,2,3,4-TETRACHLORONAPHTHALENE",C1=CC=C2C(=C1)C(=C(C(=C2Cl)Cl)Cl)Cl
HSDB0051,"1,2,3,5-TETRACHLOROBENZENE",C1=C(C=C(C(=C1Cl)Cl)Cl)Cl
HSDB0052,"1,2,3,6,7,8-HEXACHLORODIBENZO-P-DIOXIN",C1=C2C(=C(C(=C1Cl)Cl)Cl)OC3=CC(=C(C(=C3O2)Cl)Cl)Cl
HSDB0053,"1,2,3,6-TETRAHYDROPHTHALIMIDE",C1C=CCC2C1C(=O)NC2=O
HSDB0054,"1,2,3,7,8,9-HEXACHLORODIBENZO-P-DIOXIN",C1=C2C(=C(C(=C1Cl)Cl)Cl)OC3=C(C(=C(C=C3O2)Cl)Cl)Cl
HSDB0055,"1,2,3-BENZOTRIAZIN-4-(1H)-ONE",C1=CC=C2C(=C1)C(=O)NN=N2
HSDB0056,"1,2,3-BENZOTRIAZOLE",C1=CC2=NNN=C2C=C1
HSDB0057,"1,2,3-TRICHLORO-1-PROPENE",C(C(=CCl)Cl)Cl
HSDB0058,"1,2,3-TRICHLOROBENZENE",C1=CC(=C(C(=C1)Cl)Cl)Cl
HSDB3391,TRICHLOROBENZENES,C1=CC(=C(C(=C1)Cl)Cl)Cl
HSDB0059,"1,2,3-TRICHLOROPROPANE",C(C(CCl)Cl)Cl
HSDB0060,"1,2,3-TRIMETHYLBENZENE",CC1=C(C(=CC=C1)C)C
HSDB3447,TRIMETHYLBENZENES,CC1=C(C(=CC=C1)C)C
HSDB0061,"1,2,4,5-TETRACHLOROBENZENE",C1=C(C(=CC(=C1Cl)Cl)Cl)Cl
HSDB0062,"1,2,4-TRIBROMO-3,5,6-TRICHLOROBENZENE",C1(=C(C(=C(C(=C1Br)Cl)Br)Br)Cl)Cl
HSDB0063,"1,2,4-TRICHLOROBENZENE",C1=CC(=C(C=C1Cl)Cl)Cl
HSDB0064,"1,2,4-TRIMETHYLBENZENE",CC1=CC(=C(C=C1)C)C
HSDB0065,"1,2,5,6,9,10-HEXABROMOCYCLODODECANE",C1CC(C(CCC(C(CCC(C1Br)Br)Br)Br)Br)Br
HSDB0066,"1,2:8,9-DIEPOXY-P-MENTHANE",CC12CCC(CC1O2)C3(CO3)C
HSDB0067,"1,2-ACENAPHTHYLENEDIONE",C1=CC2=C3C(=C1)C(=O)C(=O)C3=CC=C2
HSDB0068,"1,2-BENZENEDICARBONITRILE",C1=CC=C(C(=C1)C#N)C#N
HSDB0069,"1,2-BENZISOTHIAZOLINE-3-ONE",C1=CC=C2C(=C1)C(=O)NS2
HSDB0070,"1,2-BUTADIENE",CC=C=C
HSDB0071,"1,2-BUTANEDIOL",CCC(CO)O
HSDB0072,"1,2-DIAMINOCYCLOHEXANE",C1CCC(C(C1)N)N
HSDB0073,"1,2-DIBROMO-1,1-DICHLOROETHANE",C(C(Cl)(Cl)Br)Br
HSDB0074,"1,2-DIBROMO-2,4-DICYANOBUTANE",C(CC(CBr)(C#N)Br)C#N
HSDB0075,"1,2-DIBROMO-3-CHLOROPROPANE",C(C(CBr)Br)Cl
HSDB0076,"1,2-DIBROMOETHYLENE",C(=CBr)Br
HSDB0077,"1,2-DIBROMOPROPANE",CC(CBr)Br
HSDB0078,"1,2-DIBROMOTETRAFLUOROETHANE",C(C(F)(F)Br)(F)(F)Br
HSDB0079,"1,2-DICHLORO-1,1,2,2-TETRAFLUOROETHANE",C(C(F)(F)Cl)(F)(F)Cl
HSDB0080,"1,2-DICHLORO-1,1,2-TRIFLUOROETHANE",C(C(F)(F)Cl)(F)Cl
HSDB0081,"1,2-DICHLORO-1,1-DIFLUOROETHANE",C(C(F)(F)Cl)Cl
HSDB0082,"1,2-DICHLOROBENZENE",C1=CC=C(C(=C1)Cl)Cl
HSDB0083,"1,2-DICHLOROBUTANE",CCC(CCl)Cl
HSDB0084,"1,2-DICHLOROETHANE",C(CCl)Cl
HSDB1520,DICHLOROETHYLENE,C(CCl)Cl
HSDB0085,"1,2-DICHLOROETHYLENE",C(=CCl)Cl
HSDB1278,"CIS-1,2-DICHLOROETHYLENE",C(=CCl)Cl
HSDB3349,"TRANS-1,2-DICHLOROETHYLENE",C(=CCl)Cl
HSDB0086,"1,2-DICHLOROPROPANE",CC(CCl)Cl
HSDB0087,"1,2-DICHLOROPROPENE",CC(=CCl)Cl
HSDB0088,"1,2-DIETHYLBENZENE",CCC1=CC=CC=C1CC
HSDB0089,"1,2-DIETHYLHYDRAZINE",CCNNCC
HSDB0090,"1,2-DIFLUOROETHANE",C(CF)F
HSDB0091,"1,2-DIHYDRO-2,2,4-TRIMETHYLQUINOLINE",CC1=CC(NC2=CC=CC=C12)(C)C
HSDB0092,"1,2-DIISOPROPYLBENZENE",CC(C)C1=CC=CC=C1C(C)C
HSDB1585,DIISOPROPYLBENZENE,CC(C)C1=CC=CC=C1C(C)C
HSDB0093,"1,2-DIMETHOXYETHANE",COCCOC
HSDB0094,"1,2-DIMETHYL-3-NITROBENZENE",CC1=C(C(=CC=C1)[N+](=O)[O-])C
HSDB0095,"1,2-DIMETHYL-4-NITROBENZENE",CC1=C(C=C(C=C1)[N+](=O)[O-])C
HSDB0096,"1,2-DIMETHYLHYDRAZINE",CNNC
HSDB0097,"1,2-DINITROBENZENE",C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-]
HSDB0098,"1,2-DINITROSOBENZENE",C1=CC=C(C(=C1)N=O)N=O
HSDB0099,"1,2-DIPHENYLHYDRAZINE",C1=CC=C(C=C1)NNC2=CC=CC=C2
HSDB0100,"1,2-EPOXY-3-METHOXYPROPANE",COCC1CO1
HSDB0101,"1,2-EPOXYCYCLOHEXANE",C1CCC2C(C1)O2
HSDB0102,"1,2-EPOXYCYCLOPENTANE",C1CC2C(C1)O2
HSDB0103,"1,2-EPOXYDODECANE",CCCCCCCCCCC1CO1
HSDB0104,"1,2-EPOXYHEXADECANE",CCCCCCCCCCCCCCC1CO1
HSDB0105,"1,2-ETHANEDITHIOL",C(CS)S
HSDB0106,"1,2-HYDRAZINEDICARBOXAMIDE",C(=O)(N)NNC(=O)N
HSDB0107,"1,2-NAPHTHOQUINONE",C1=CC=C2C(=C1)C=CC(=O)C2=O
HSDB0108,"1,25-DIHYDROXYCHOLECALCIFEROL",CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
HSDB0109,1(2H)-PHTHALAZINONE,C1=CC=C2C(=C1)C=NNC2=O
HSDB0110,"1,3,5-TRICHLOROBENZENE",C1=C(C=C(C=C1Cl)Cl)Cl
HSDB0111,"1,3,5-TRIMETHYLBENZENE",CC1=CC(=CC(=C1)C)C
HSDB0112,"1,3,5-TRINITROBENZENE",C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
HSDB0113,"1,3,5-TRIOXANE",C1OCOCO1
HSDB0114,"1,3,6-TRICYANOHEXANE",C(CC#N)CC(CCC#N)C#N
HSDB0115,"1,3-BENZENEDIAMINE",C1=CC(=CC(=C1)N)N
HSDB0116,"1,3-BENZENEDIMETHANAMINE",C1=CC(=CC(=C1)CN)CN
HSDB0117,"1,3-BUTADIENE",C=CC=C
HSDB0118,"1,3-BUTANEDIOL",CC(CCO)O
HSDB0119,"1,3-CYCLOPENTADIENE",C1C=CC=C1
HSDB0120,"1,3-DIAMINO-2-THIOUREA",C(=S)(NN)NN
HSDB0121,"1,3-DIBROMOPROPANE",C(CBr)CBr
HSDB0122,"1,3-DICHLORO-1,1,2,2,3-PENTAFLUOROPROPANE",C(C(C(F)(F)Cl)(F)F)(F)Cl
HSDB0123,"1,3-DICHLORO-2-BUTENE",CC(=CCCl)Cl
HSDB0124,"1,3-DICHLORO-2-PROPANOL",C(C(CCl)O)Cl
HSDB0125,"1,3-DICHLORO-5,5-DIMETHYLHYDANTOIN",CC1(C(=O)N(C(=O)N1Cl)Cl)C
HSDB0126,"1,3-DICHLOROBENZENE",C1=CC(=CC(=C1)Cl)Cl
HSDB0127,"1,3-DICHLOROPROPANE",C(CCl)CCl
HSDB0128,"1,3-DICHLOROPROPENE",C(C=CCl)Cl
HSDB1280,"CIS-1,3-DICHLOROPROPENE",C(C=CCl)Cl
HSDB3351,"TRANS-1,3-DICHLOROPROPENE",C(C=CCl)Cl
HSDB0129,"1,3-DICYANOBENZENE",C1=CC(=CC(=C1)C#N)C#N
HSDB0130,"1,3-DIETHYLBENZENE",CCC1=CC(=CC=C1)CC
HSDB0131,"1,3-DIISOPROPYLBENZENE",CC(C)C1=CC(=CC=C1)C(C)C
HSDB0132,"1,3-DIISOPROPYLCARBODIIMIDE",CC(C)N=C=NC(C)C
HSDB0133,"1,3-DIMETHYLAMYLAMINE",CCC(C)CC(C)N
HSDB0134,"1,3-DIMETHYLOL-5,5-DIMETHYLHYDANTOIN",CC1(C(=O)N(C(=O)N1CO)CO)C
HSDB0135,"1,3-DIMETHYLUREA",CNC(=O)NC
HSDB0136,"1,3-DINITROBENZENE",C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]
HSDB1626,DINITROBENZENE,C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]
HSDB0137,"1,3-DIOXANE",C1COCOC1
HSDB0138,"1,3-DIOXOLAN-2-ONE",C1COC(=O)O1
HSDB0139,"1,3-DIOXOLANE",C1COCO1
HSDB0140,"1,3-DIPHENYL-1-TRIAZENE",C1=CC=C(C=C1)NN=NC2=CC=CC=C2
HSDB0141,"1,3-EPOXYPROPANE",C1COC1
HSDB2712,OXETANE,C1COC1
HSDB0142,"1,3-PENTADIENE",CC=CC=C
HSDB3352,"TRANS-1,3-PENTADIENE",CC=CC=C
HSDB0143,"1,3-PROPANEDIOL",C(CO)CO
HSDB0144,"1,4-BENZENEDIAMINE",C1=CC(=CC=C1N)N
HSDB1568,"1,4-DIAMINOBENZENE",C1=CC(=CC=C1N)N
HSDB2744,P-PHENYLENEDIAMINE,C1=CC(=CC=C1N)N
HSDB0145,"1,4-BENZOQUINONE",C1=CC(=O)C=CC1=O
HSDB1637,P-BENZOQUINONE,C1=CC(=O)C=CC1=O
HSDB0146,"1,4-BUTANEDIOL",C(CCO)CO
HSDB0147,"1,4-BUTYNEDIOL",C(C#CCO)O
HSDB0148,"1,4-CYCLOHEXANEDIMETHANOL",C1CC(CCC1CO)CO
HSDB0149,"1,4-DICHLORO-2-BUTENE",C(C=CCCl)Cl
HSDB0151,"1,4-DICHLORO-CIS-2-BUTENE",C(C=CCCl)Cl
HSDB0152,"1,4-DICHLORO-TRANS-2-BUTENE",C(C=CCCl)Cl
HSDB0150,"1,4-DICHLORO-2-NITROBENZENE",C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl
HSDB0153,"1,4-DICHLOROBENZENE",C1=CC(=CC=C1Cl)Cl
HSDB1516,DICHLOROBENZENE,C1=CC(=CC=C1Cl)Cl
HSDB0154,"1,4-DIETHYLBENZENE",CCC1=CC=C(C=C1)CC
HSDB0155,"1,4-DIHYDROXY-2-BUTENE",C(C=CCO)O
HSDB0156,"1,4-DIHYDROXY-9,10-ANTHRACENEDIONE",C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)O
HSDB0157,"1,4-DIISOPROPYLBENZENE",CC(C)C1=CC=C(C=C1)C(C)C
HSDB0158,"1,4-DINITROBENZENE",C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-]
HSDB0159,"1,4-DINITROSOPIPERAZINE",C1CN(CCN1N=O)N=O
HSDB0160,"1,4-DIOXANE",C1COCCO1
HSDB0161,"1,4-DITHIANE",C1CSCCS1
HSDB0162,"1,4-DITHIOTHREITOL",C(C(C(CS)O)O)S
HSDB0163,"1,4-EPOXY-P-MENTHANE",CC(C)C12CCC(O1)(CC2)C
HSDB0164,"1,4-HEXADIENE",CC=CCC=C
HSDB0165,"1,4-NAPHTHOQUINONE",C1=CC=C2C(=O)C=CC(=O)C2=C1
HSDB0166,"1,5,9-CYCLODODECATRIENE",C1CC=CCCC=CCCC=C1
HSDB0167,"1,5-CYCLOOCTADIENE",C1CC=CCCC=C1
HSDB0168,"1,5-NAPHTHALENEDIAMINE",C1=CC2=C(C=CC=C2N)C(=C1)N
HSDB0169,"1,5-PENTANEDIOL",C(CCO)CCO
HSDB0170,"1,6-DIMETHYLNAPHTHALENE",CC1=CC2=CC=CC(=C2C=C1)C
HSDB0171,"1,6-DINITROPYRENE",C1=CC2=C(C=CC3=C2C4=C1C=CC(=C4C=C3)[N+](=O)[O-])[N+](=O)[O-]
HSDB0172,"1,6-HEXANEDIOL",C(CCCO)CCO
HSDB0173,"1,8-DIHYDROXYANTHRAQUINONE",C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
HSDB0174,"1,8-DINITROPYRENE",C1=CC2=C3C(=C(C=C2)[N+](=O)[O-])C=CC4=C(C=CC1=C43)[N+](=O)[O-]
HSDB0175,1'-HYDROXYSAFROLE,C=CC(C1=CC2=C(C=C1)OCO2)O
HSDB0176,1-(2-BUTOXYETHOXY)-2-PROPANOL,CCCCOCCOCC(C)O
HSDB0177,1-(2-HYDROXYETHYL)-2-UNDECYLIMIDAZOLINE,CCCCCCCCCCCC1=NCCN1CCO
HSDB0178,1-(P-CHLOROBENZOYL)-5-METHOXY-2-METHYLINDOLE,CC1=CC2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC
HSDB0179,1-ACETYL-2-THIOUREA,CC(=O)NC(=S)N
HSDB0180,"1-AMINO-2,4-DIBROMOANTHRAQUINONE",C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3Br)Br)N
HSDB0181,1-AMINO-2-CHLORO-4-NITROBENZENE,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N
HSDB0182,1-AMINO-2-METHYLANTHRAQUINONE,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N
HSDB1651,DISPERSE,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N
HSDB0183,1-AMINO-2-PROPANOL,CC(CN)O
HSDB0184,1-AMINO-2-THIOUREA,C(=S)(N)NN
HSDB0185,1-AMINO-5-CHLOROANTHRAQUINONE,C1=CC2=C(C(=C1)N)C(=O)C3=C(C2=O)C(=CC=C3)Cl
HSDB0186,1-AZIRIDINEETHANOL,C1CN1CCO
HSDB0187,1-BROMO-2-CHLOROETHANE,C(CBr)Cl
HSDB0188,1-BROMO-2-FLUOROETHANE,C(CBr)F
HSDB0189,"1-BROMO-3-CHLORO-5,5-DIMETHYLHYDANTOIN",CC1(C(=O)N(C(=O)N1Br)Cl)C
HSDB0190,1-BROMO-3-CHLOROPROPANE,C(CCl)CBr
HSDB0191,1-BROMO-3-METHYLBUTANE,CC(C)CCBr
HSDB0192,1-BROMOBUTANE,CCCCBr
HSDB0193,1-BROMOPROPANE,CCCBr
HSDB0194,1-BUTEN-3-YNE,C=CC#C
HSDB0195,1-BUTENE,CCC=C
HSDB0196,1-BUTYL-3-SULFANILYLUREA,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
HSDB0197,"1-CHLORO-1,1,2,2-TETRAFLUOROETHANE",C(C(F)(F)Cl)(F)F
HSDB0198,"1-CHLORO-1,1-DIFLUOROETHANE",CC(F)(F)Cl
HSDB0199,1-CHLORO-1-NITROPROPANE,CCC([N+](=O)[O-])Cl
HSDB0200,1-CHLORO-1-PROPENE,CC=CCl
HSDB0201,"1-CHLORO-2,4-DINITROBENZENE",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl
HSDB0202,"1-CHLORO-2,4-DINITRONAPHTHALENE",C1=CC=C2C(=C1)C(=CC(=C2Cl)[N+](=O)[O-])[N+](=O)[O-]
HSDB0203,"1-CHLORO-2,6-DINITROBENZENE",C1=CC(=C(C(=C1)[N+](=O)[O-])Cl)[N+](=O)[O-]
HSDB0204,1-CHLORO-2-FLUOROETHANE,C(CCl)F
HSDB0205,1-CHLORO-2-METHYL-1-PROPENE,CC(=CCl)C
HSDB0206,1-CHLORO-2-METHYLANTHRAQUINONE,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)Cl
HSDB0207,1-CHLORO-2-NITROBENZENE,C1=CC=C(C(=C1)[N+](=O)[O-])Cl
HSDB0208,1-CHLORO-2-PROPANONE,CC(=O)CCl
HSDB0209,1-CHLORO-3-METHYL-2-BUTENE,CC(=CCCl)C
HSDB0210,1-CHLORO-3-NITROBENZENE,C1=CC(=CC(=C1)Cl)[N+](=O)[O-]
HSDB0211,1-CHLORO-4-CHLOROMETHYLBENZENE,C1=CC(=CC=C1CCl)Cl
HSDB0212,1-CHLORO-4-NITROBENZENE,C1=CC(=CC=C1[N+](=O)[O-])Cl
HSDB0213,1-CHLORO-5-NITROANTHRAQUINONE,C1=CC2=C(C(=C1)[N+](=O)[O-])C(=O)C3=C(C2=O)C(=CC=C3)Cl
HSDB0214,1-CHLOROANTHRAQUINONE,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl
HSDB0215,1-CHLORONAPHTHALENE,C1=CC=C2C(=C1)C=CC=C2Cl
HSDB0216,1-CHLOROOCTANE,CCCCCCCCCl
HSDB0217,1-CHLOROPROPANE,CCCCl
HSDB0218,1-DECANOL,CCCCCCCCCCO
HSDB0219,1-DECENE,CCCCCCCCC=C
HSDB0220,1-DOCOSANOL,CCCCCCCCCCCCCCCCCCCCCCO
HSDB0221,1-DODECANETHIOL,CCCCCCCCCCCCS
HSDB0222,1-DODECANOL,CCCCCCCCCCCCO
HSDB1666,DODECANOL,CCCCCCCCCCCCO
HSDB0223,1-DODECENE,CCCCCCCCCCC=C
HSDB1667,DODECENE,CCCCCCCCCCC=C
HSDB0224,1-EICOSANOL,CCCCCCCCCCCCCCCCCCCCO
HSDB0225,1-ETHENYLCYCLOHEXENE,C=CC1=CCCCC1
HSDB3523,VINYLCYCLOHEXENE,C=CC1=CCCCC1
HSDB0226,"1-FLUORO-2,4-DINITROBENZENE",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F
HSDB0227,1-FLUORO-4-NITROBENZENE,C1=CC(=CC=C1[N+](=O)[O-])F
HSDB0228,1-HEPTANOL,CCCCCCCO
HSDB0229,1-HEPTENE,CCCCCC=C
HSDB0230,1-HEXADECANOL,CCCCCCCCCCCCCCCCO
HSDB0231,1-HEXANOL,CCCCCCO
HSDB0232,1-HEXENE,CCCCC=C
HSDB2032,HEXENE,CCCCC=C
HSDB0233,1-HEXYLAMINE,CCCCCCN
HSDB0234,"1-HYDROXY-1,1-DIPHOSPHONOETHANE",CC(O)(P(=O)(O)O)P(=O)(O)O
HSDB0235,1-HYDROXYANTHRAQUINONE,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)O
HSDB0236,1-ISOPROPYL-4-METHYLCYCLOHEXANE,CC1CCC(CC1)C(C)C
HSDB0237,1-METHOXY-2-HYDROXYPROPANE,CC(COC)O
HSDB0238,1-METHOXY-4-METHYLBENZENE,CC1=CC=C(C=C1)OC
HSDB0239,1-METHYL-2-BENZYLHYDRAZINE,CNNCC1=CC=CC=C1
HSDB0241,"1-METHYL-4-PHENYL-1,2,3,6-TETRAHYDROPYRIDINE",CN1CCC(=CC1)C2=CC=CC=C2
HSDB0242,1-METHYLCYCLOPROPENE,CC1=CC1
HSDB0243,1-METHYLNAPHTHALENE,CC1=CC=CC2=CC=CC=C12
HSDB2393,METHYLNAPHTHALENE,CC1=CC=CC2=CC=CC=C12
HSDB0244,1-METHYLPYRENE,CC1=C2C=CC3=CC=CC4=C3C2=C(C=C1)C=C4
HSDB0245,1-NAPHTHOL,C1=CC=C2C(=C1)C=CC=C2O
HSDB0246,1-NAPHTHYLAMINE,C1=CC=C2C(=C1)C=CC=C2N
HSDB0247,1-NAPHTHYLHYDROXYLAMINE,C1=CC=C2C(=C1)C=CC=C2NO
HSDB0248,1-NITROBENZO[A]PYRENE,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=C(C=C5)[N+](=O)[O-])C=C3
HSDB0249,1-NITROGUANIDINE,C(=N)(N)N[N+](=O)[O-]
HSDB0250,1-NITRONAPHTHALENE,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
HSDB0251,1-NITROPROPANE,CCC[N+](=O)[O-]
HSDB0252,1-NITROPYRENE,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-]
HSDB0253,1-NONANOL,CCCCCCCCCO
HSDB0254,1-NONENE,CCCCCCCC=C
HSDB2629,NONENE,CCCCCCCC=C
HSDB0255,1-OCTADECANOL,CCCCCCCCCCCCCCCCCCO
HSDB0256,1-OCTANETHIOL,CCCCCCCCS
HSDB0258,1-OCTENE,CCCCCCC=C
HSDB2678,OCTENE,CCCCCCC=C
HSDB0259,1-PENTENE,CCCC=C
HSDB2797,PENTENE,CCCC=C
HSDB0260,1-PHENYL-2-THIOUREA,C1=CC=C(C=C1)NC(=S)N
HSDB0261,1-PROPOXY-2-PROPANOL,CCCOCC(C)O
HSDB0262,1-PROPYNE,CC#C
HSDB0263,1-TETRACOSANOL,CCCCCCCCCCCCCCCCCCCCCCCCO
HSDB0264,1-TETRADECANOL,CCCCCCCCCCCCCCO
HSDB0265,1-TETRADECENE,CCCCCCCCCCCCC=C
HSDB0266,1-TETRALONE,C1CC2=CC=CC=C2C(=O)C1
HSDB0267,1-TRIDECANOL,CCCCCCCCCCCCCO
HSDB3407,TRIDECANOL,CCCCCCCCCCCCCO
HSDB0268,1-TRIDECENE,CCCCCCCCCCCC=C
HSDB0269,1-UNDECANOL,CCCCCCCCCCCO
HSDB3487,UNDECANOL,CCCCCCCCCCCO
HSDB0270,1-UNDECENE,CCCCCCCCCC=C
HSDB3488,UNDECENE,CCCCCCCCCC=C
HSDB0271,12-O-TETRADECANOYLPHORBOL-13-ACETATE,CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C
HSDB0272,17-METHYLTESTOSTERONE,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
HSDB0273,17ALPHA-HYDROXYPROGESTERONE,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
HSDB0274,"1H-1,2,4-TRIAZOLE",C1=NC=NN1
